DEPP;CODCOMP;COMP;DEP;CODCOM;COM;PMUN;PCAP;PTOT
01;015;Arboys en Bugey;01;015;Arbignieu;522;12;534
01;025;Bâgé-Dommartin;01;025;Bâgé-la-Ville;3180;74;3254
01;033;Valserhône;01;033;Bellegarde-sur-Valserine;11385;233;11618
01;036;Valromey-sur-Séran;01;036;Belmont-Luthézieu;605;12;617
01;453;Arvière-en-Valromey;01;059;Brénaz;101;2;103
01;080;Champdor-Corcelles;01;080;Champdor;437;8;445
01;033;Valserhône;01;091;Châtillon-en-Michaille;3972;81;4053
01;095;Nivigne et Suran;01;095;Chavannes-sur-Suran;709;15;724
01;453;Arvière-en-Valromey;01;097;Chavornay;200;4;204
01;080;Champdor-Corcelles;01;119;Corcelles;199;8;207
01;262;Montluel;01;120;Cordieux;534;8;542
01;185;Plateau d'Hauteville;01;122;Cormaranche-en-Bugey;789;56;845
01;130;Bresse Vallons;01;130;Cras-sur-Reyssouze;1503;18;1521
01;426;Val-Revermont;01;137;Cuisiat;581;13;594
01;025;Bâgé-Dommartin;01;144;Dommartin;888;30;918
01;130;Bresse Vallons;01;154;Étrez;865;20;885
01;095;Nivigne et Suran;01;172;Germagnat;134;3;137
01;338;Groslée-Saint-Benoit;01;182;Groslée;376;8;384
01;185;Plateau d'Hauteville;01;185;Hauteville-Lompnes;3637;93;3730
01;185;Plateau d'Hauteville;01;186;Hostiaz;92;2;94
01;204;Le Poizat-Lalleyriat;01;204;Lalleyriat;257;8;265
01;033;Valserhône;01;205;Lancrans;1077;22;1099
01;215;Surjoux-Lhopital;01;215;Lhôpital;53;0;53
01;453;Arvière-en-Valromey;01;218;Lochieu;82;2;84
01;036;Valromey-sur-Séran;01;221;Lompnieu;132;1;133
01;286;Parves et Nattages;01;271;Nattages;597;24;621
01;286;Parves et Nattages;01;286;Parves;362;13;375
01;204;Le Poizat-Lalleyriat;01;300;Le Poizat;489;8;497
01;426;Val-Revermont;01;312;Pressiat;257;2;259
01;245;Bohas-Meyriat-Rignat;01;324;Rignat;264;2;266
01;338;Groslée-Saint-Benoit;01;338;Saint-Benoît;869;26;895
01;015;Arboys en Bugey;01;340;Saint-Bois;141;3;144
01;215;Surjoux-Lhopital;01;413;Surjoux;90;2;92
01;036;Valromey-sur-Séran;01;414;Sutrieu;218;4;222
01;185;Plateau d'Hauteville;01;417;Thézillieu;306;6;312
01;426;Val-Revermont;01;426;Treffort;1668;40;1708
01;036;Valromey-sur-Séran;01;442;Vieu;379;7;386
01;453;Arvière-en-Valromey;01;453;Virieu-le-Petit;329;9;338
02;018;Anizy-le-Grand;02;018;Anizy-le-Château;1957;40;1997
02;458;Dhuys et Morin-en-Brie;02;026;Artonges;170;2;172
02;053;Vallées en Champagne;02;053;Baulne-en-Brie;266;2;268
02;054;Bazoches-et-Saint-Thibaut;02;054;Bazoches-sur-Vesles;449;15;464
02;458;Dhuys et Morin-en-Brie;02;147;La Celle-sous-Montmirail;103;3;106
02;153;Cessières-Suzy;02;153;Cessières;468;11;479
02;053;Vallées en Champagne;02;161;La Chapelle-Monthodon;203;4;207
59;545;Saint-Souplet;02;285;Escaufourt;171;5;176
02;738;Tergnier;02;300;Fargniers;3373;47;3420
02;018;Anizy-le-Grand;02;301;Faucoucourt;333;7;340
02;458;Dhuys et Morin-en-Brie;02;325;Fontenelle-en-Brie;215;4;219
02;439;Les Septvallons;02;348;Glennes;224;4;228
02;360;Villeneuve-sur-Aisne;02;360;Guignicourt;2251;28;2279
02;018;Anizy-le-Grand;02;434;Lizy;297;7;304
02;439;Les Septvallons;02;439;Longueval-Barbonval;484;5;489
02;458;Dhuys et Morin-en-Brie;02;458;Marchais-en-Brie;334;5;339
02;360;Villeneuve-sur-Aisne;02;475;Menneville;529;7;536
02;439;Les Septvallons;02;479;Merval;119;1;120
02;439;Les Septvallons;02;597;Perles;96;1;97
02;738;Tergnier;02;630;Quessy;2966;42;3008
02;439;Les Septvallons;02;646;Révillon;65;1;66
02;053;Vallées en Champagne;02;669;Saint-Agnan;104;0;104
02;054;Bazoches-et-Saint-Thibaut;02;695;Saint-Thibaut;83;0;83
02;153;Cessières-Suzy;02;733;Suzy;307;10;317
02;439;Les Septvallons;02;771;Vauxcéré;86;0;86
02;439;Les Septvallons;02;811;Villers-en-Prayères;122;1;123
02;738;Tergnier;02;825;Vouël;2194;31;2225
03;158;Haut-Bocage;03;123;Givarlais;202;2;204
03;158;Haut-Bocage;03;153;Louroux-Hodement;369;5;374
03;158;Haut-Bocage;03;158;Maillet;289;8;297
03;168;Meaulne-Vitray;03;168;Meaulne;773;12;785
03;168;Meaulne-Vitray;03;318;Vitray;135;1;136
04;081;Esparron-de-Verdon;04;003;Albiosc;37;0;37
04;136;La Mure-Argens;04;010;Argens;12;0;12
04;023;Bayons;04;011;Astoin;7;0;7
04;155;Prads-Haute-Bléone;04;029;Blégiers;68;0;68
04;033;Ubaye-Serre-Ponçon;04;033;La Bréole;392;11;403
04;144;La Palud-sur-Verdon;04;052;Châteauneuf-lès-Moustiers;56;0;56
04;023;Bayons;04;082;Esparron-la-Bâtie;12;0;12
04;120;Val d'Oronaye;04;100;Larche;56;0;56
04;192;Saint-Michel-l'Observatoire;04;105;Lincel;219;5;224
04;120;Val d'Oronaye;04;120;Meyronnes;61;1;62
04;124;Montagnac-Montpezat;04;131;Montpezat;34;0;34
04;204;Senez;04;153;Le Poil;5;0;5
04;023;Bayons;04;165;Reynier;13;0;13
04;033;Ubaye-Serre-Ponçon;04;198;Saint-Vincent-les-Forts;390;7;397
05;001;Abriès-Ristolas;05;001;Abriès;289;6;295
05;118;Val Buëch-Méouge;05;005;Antonaves;142;2;144
05;132;Saint-Bonnet-en-Champsaur;05;020;Bénévent-et-Charbillac;291;10;301
05;024;Valdoule;05;024;Bruis;78;3;81
05;118;Val Buëch-Méouge;05;034;Châteauneuf-de-Chabre;370;7;377
05;132;Saint-Bonnet-en-Champsaur;05;067;Les Infournas;29;0;29
05;024;Valdoule;05;088;Montmorin;104;5;109
05;118;Val Buëch-Méouge;05;118;Ribiers;817;18;835
05;001;Abriès-Ristolas;05;120;Ristolas;94;0;94
05;061;Gap;05;125;Romette;1639;58;1697
05;132;Saint-Bonnet-en-Champsaur;05;132;Saint-Bonnet-en-Champsaur;1758;58;1816
05;024;Valdoule;05;150;Sainte-Marie;36;0;36
07;011;Vallées-d'Antraigues-Asperjoc;07;011;Antraigues-sur-Volane;502;8;510
07;011;Vallées-d'Antraigues-Asperjoc;07;016;Asperjoc;365;10;375
07;334;Les Vans;07;043;Brahic;89;2;91
07;031;Berrias-et-Casteljau;07;046;Casteljau;307;11;318
07;334;Les Vans;07;057;Chassagnes;188;3;191
07;262;Saint-Laurent-les-Bains-Laval-d'Aurelle;07;135;Laval-d'Aurelle;27;0;27
07;334;Les Vans;07;164;Naves;553;20;573
07;165;Belsentes;07;165;Nonières;216;8;224
07;284;Saint-Pierre-Saint-Jean;07;246;Saint-Jean-de-Pourcharesse;80;1;81
07;165;Belsentes;07;256;Saint-Julien-Labrousse;337;14;351
07;262;Saint-Laurent-les-Bains-Laval-d'Aurelle;07;262;Saint-Laurent-les-Bains;149;3;152
08;116;Bairon et ses environs;08;007;Les Alleux;77;2;79
08;311;Mouzon;08;009;Amblimont;212;1;213
08;437;Tailly;08;012;Andevanne;21;0;21
08;173;Flize;08;042;Balaives-et-Butz;203;7;210
08;437;Tailly;08;050;Barricourt;50;4;54
08;069;Blanchefosse-et-Bay;08;051;Bay;54;0;54
08;053;Bazeilles;08;053;Bazeilles;1916;168;2084
08;490;Vouziers;08;068;Blaise;145;1;146
08;491;Vrigne aux Bois;08;072;Bosseval-et-Briancourt;394;7;401
08;173;Flize;08;079;Boutancourt;280;14;294
08;057;Belleville-et-Châtillon-sur-Bar;08;112;Châtillon-sur-Bar;113;2;115
08;115;Chémery-Chéhéry;08;114;Chéhéry;113;0;113
08;115;Chémery-Chéhéry;08;115;Chémery-sur-Bar;415;4;419
08;116;Bairon et ses environs;08;116;Le Chesne;884;15;899
08;145;Douzy;08;145;Douzy;1927;33;1960
08;173;Flize;08;152;Élan;87;2;89
08;173;Flize;08;173;Flize;1138;24;1162
08;189;Girondelle;08;177;Foulzy;66;0;66
08;198;Grandpré;08;198;Grandpré;392;12;404
08;366;Rocquigny;08;213;La Hardoye;72;1;73
08;113;Chaumont-Porcien;08;258;Logny-lès-Chaumont;26;0;26
08;116;Bairon et ses environs;08;261;Louvergny;65;1;66
08;366;Rocquigny;08;265;Mainbresson;95;0;95
08;366;Rocquigny;08;266;Mainbressy;121;1;122
08;145;Douzy;08;267;Mairy;255;6;261
08;328;Nouzonville;08;285;Meillier-Fontaine;46;1;47
08;311;Mouzon;08;311;Mouzon;2015;38;2053
08;362;Rethel;08;337;Pargny-Resson;226;2;228
08;333;Olizy-Primat;08;345;Primat;35;3;38
08;437;Tailly;08;359;Rémonville;59;1;60
08;053;Bazeilles;08;371;Rubécourt-et-Lamécourt;140;4;144
08;198;Grandpré;08;441;Termes;122;5;127
08;490;Vouziers;08;443;Terron-sur-Aisne;143;1;144
08;053;Bazeilles;08;475;Villers-Cernay;349;10;359
08;490;Vouziers;08;490;Vouziers;3548;124;3672
08;491;Vrigne aux Bois;08;491;Vrigne-aux-Bois;3162;45;3207
08;490;Vouziers;08;493;Vrizy;333;10;343
08;113;Chaumont-Porcien;08;495;Wadimont;52;1;53
09;296;Aulos-Sinsat;09;028;Aulos;53;2;55
09;306;Tarascon-sur-Ariège;09;036;Banat;121;3;124
09;062;Bordes-Uchentein;09;062;Les Bordes-sur-Lez;193;6;199
09;334;Val-de-Sos;09;135;Goulier;48;0;48
09;334;Val-de-Sos;09;286;Sem;22;0;22
09;296;Aulos-Sinsat;09;296;Sinsat;97;0;97
09;334;Val-de-Sos;09;302;Suc-et-Sentenac;54;0;54
09;062;Bordes-Uchentein;09;317;Uchentein;19;0;19
09;334;Val-de-Sos;09;334;Vicdessos;430;63;493
10;003;Aix-Villemaur-Pâlis;10;003;Aix-en-Othe;2411;24;2435
10;058;Bragelogne-Beauvoir;10;036;Beauvoir-sur-Sarce;60;0;60
10;003;Aix-Villemaur-Pâlis;10;277;Palis;643;10;653
10;148;Ferreux-Quincey;10;311;Quincey;93;1;94
10;003;Aix-Villemaur-Pâlis;10;415;Villemaur-sur-Vanne;483;5;488
11;304;Quillan;11;050;Brenac;226;1;227
11;323;Roquetaillade-et-Conilhac;11;097;Conilhac-de-la-Montagne;68;0;68
11;131;Val-du-Faby;11;131;Fa;356;8;364
11;080;Val de Lambronne;11;171;Gueytes-et-Labastide;31;1;32
11;251;Val-de-Dagne;11;251;Montlaur;543;10;553
11;251;Val-de-Dagne;11;298;Pradelles-en-Val;194;4;198
11;323;Roquetaillade-et-Conilhac;11;323;Roquetaillade;205;3;208
11;131;Val-du-Faby;11;329;Rouvenac;226;5;231
11;128;Escueillens-et-Saint-Just-de-Bélengard;11;349;Saint-Just-de-Bélengard;60;1;61
12;224;Saint Geniez d'Olt et d'Aubrac;12;014;Aurelle-Verlac;161;1;162
12;021;Le Bas Ségala;12;021;La Bastide-l'Évêque;748;17;765
12;270;Sévérac d'Aveyron;12;040;Buzeins;186;13;199
12;076;Conques-en-Rouergue;12;076;Conques;240;9;249
12;177;Palmas d'Aveyron;12;081;Coussergues;256;5;261
12;177;Palmas d'Aveyron;12;087;Cruéjouls;406;3;409
12;076;Conques-en-Rouergue;12;114;Grand-Vabre;367;14;381
12;120;Laissac-Sévérac l'Église;12;120;Laissac;1733;32;1765
12;270;Sévérac d'Aveyron;12;123;Lapanouse;755;47;802
12;270;Sévérac d'Aveyron;12;126;Lavernhe;220;7;227
12;257;Causse-et-Diège;12;132;Loupiac;415;10;425
12;076;Conques-en-Rouergue;12;173;Noailhac;149;5;154
12;177;Palmas d'Aveyron;12;177;Palmas;366;7;373
12;270;Sévérac d'Aveyron;12;196;Recoules-Prévinquières;483;4;487
12;076;Conques-en-Rouergue;12;218;Saint-Cyprien-sur-Dourdou;830;26;856
12;224;Saint Geniez d'Olt et d'Aubrac;12;224;Saint-Geniez-d'Olt;2056;38;2094
12;021;Le Bas Ségala;12;245;Saint-Salvadou;385;6;391
12;270;Sévérac d'Aveyron;12;270;Sévérac-le-Château;2435;48;2483
12;120;Laissac-Sévérac l'Église;12;271;Sévérac-l'Église;420;71;491
12;021;Le Bas Ségala;12;285;Vabre-Tizac;443;7;450
14;150;Cesny-les-Sources;14;002;Acqueville;212;1;213
14;281;Formigny La Bataille;14;004;Aignerville;206;1;207
14;005;Valambray;14;005;Airan;652;12;664
14;011;Aurseulles;14;011;Anctoville;433;5;438
14;150;Cesny-les-Sources;14;013;Angoville;22;1;23
14;027;Les Monts d'Aunay;14;027;Aunay-sur-Odon;3192;35;3227
14;371;Livarot-Pays-d'Auge;14;028;Auquainville;291;6;297
14;371;Livarot-Pays-d'Auge;14;029;Les Autels-Saint-Bazile;49;0;49
14;431;Mézidon Vallée d'Auge;14;031;Les Authieux-Papion;62;1;63
14;035;Balleroy-sur-Drôme;14;035;Balleroy;925;71;996
14;231;Beaufour-Druval;14;051;Beaufour;161;6;167
14;061;Souleuvre en Bocage;14;052;Beaulieu;196;4;200
14;027;Les Monts d'Aunay;14;056;Bauquay;289;6;295
14;371;Livarot-Pays-d'Auge;14;058;Bellou;133;1;134
14;061;Souleuvre en Bocage;14;061;Le Bény-Bocage;997;25;1022
14;726;Valdallière;14;065;Bernières-le-Patry;527;6;533
14;579;Seulline;14;073;La Bigne;213;3;216
14;005;Valambray;14;074;Billy;400;10;410
14;654;Saint-Pierre-en-Auge;14;081;Boissey;203;2;205
14;098;Thue et Mue;14;098;Bretteville-l'Orgueilleuse;3024;33;3057
14;654;Saint-Pierre-en-Auge;14;099;Bretteville-sur-Dives;269;5;274
14;576;Val-de-Vie;14;105;La Brévière;114;2;116
14;098;Thue et Mue;14;109;Brouay;464;5;469
14;266;Feuguerolles-Bully;14;112;Bully;244;5;249
14;726;Valdallière;14;113;Burcy;395;5;400
14;712;Troarn;14;114;Bures-sur-Dives;388;8;396
14;061;Souleuvre en Bocage;14;115;Bures-les-Monts;142;1;143
14;027;Les Monts d'Aunay;14;128;Campandré-Valcongrain;89;4;93
14;061;Souleuvre en Bocage;14;129;Campeaux;646;7;653
14;061;Souleuvre en Bocage;14;139;Carville;337;5;342
14;342;Isigny-sur-Mer;14;142;Castilly;290;4;294
14;143;Caumont-sur-Aure;14;143;Caumont-l'Éventé;1342;17;1359
14;689;Thury-Harcourt-le-Hom;14;144;Caumont-sur-Orne;74;1;75
14;371;Livarot-Pays-d'Auge;14;148;Cerqueux;82;4;86
14;150;Cesny-les-Sources;14;150;Cesny-Bois-Halbout;612;7;619
14;658;Noues de Sienne;14;151;Champ-du-Boult;371;4;375
14;174;Condé-en-Normandie;14;152;La Chapelle-Engerbold;92;1;93
14;576;Val-de-Vie;14;153;La Chapelle-Haute-Grue;73;1;74
14;570;Valorbiquet;14;154;La Chapelle-Yvon;551;4;555
14;371;Livarot-Pays-d'Auge;14;155;Cheffreville-Tonnencourt;290;6;296
14;726;Valdallière;14;156;Chênedollé;223;2;225
14;098;Thue et Mue;14;157;Cheux;1524;15;1539
14;456;Moult-Chicheboville;14;158;Chicheboville;573;10;583
14;349;Laize-Clinchamps;14;164;Clinchamps-sur-Orne;1324;18;1342
14;174;Condé-en-Normandie;14;174;Condé-sur-Noireau;4383;273;4656
14;005;Valambray;14;176;Conteville;90;2;92
14;762;Vire Normandie;14;187;Coulonces;762;38;800
14;579;Seulline;14;188;Coulvain;391;3;394
14;431;Mézidon Vallée d'Auge;14;189;Coupesarte;42;2;44
14;658;Noues de Sienne;14;192;Courson;391;4;395
14;431;Mézidon Vallée d'Auge;14;201;Crèvecœur-en-Auge;476;5;481
14;431;Mézidon Vallée d'Auge;14;208;Croissanville;532;4;536
14;371;Livarot-Pays-d'Auge;14;210;La Croupte;115;2;117
14;689;Thury-Harcourt-le-Hom;14;213;Curcy-sur-Orne;464;9;473
14;672;Val de Drôme;14;217;Dampierre;152;0;152
14;027;Les Monts d'Aunay;14;219;Danvou-la-Ferrière;158;6;164
14;726;Valdallière;14;222;Le Désert;73;0;73
14;281;Formigny La Bataille;14;235;Écrammeville;204;1;205
14;735;Vendeuvre;14;247;Escures-sur-Favières;357;4;361
14;726;Valdallière;14;253;Estry;344;6;350
14;061;Souleuvre en Bocage;14;255;Étouvy;254;11;265
14;371;Livarot-Pays-d'Auge;14;259;Familly;115;5;120
14;061;Souleuvre en Bocage;14;264;La Ferrière-Harang;322;3;325
14;371;Livarot-Pays-d'Auge;14;265;Fervaques;712;14;726
14;011;Aurseulles;14;267;Feuguerolles-sur-Seulles;168;1;169
14;005;Valambray;14;268;Fierville-Bray;470;13;483
14;658;Noues de Sienne;14;279;Fontenermont;147;2;149
14;281;Formigny La Bataille;14;281;Formigny;261;7;268
14;554;Le Castelet;14;294;Garcelles-Secqueville;1046;14;1060
14;658;Noues de Sienne;14;296;Le Gast;167;5;172
14;431;Mézidon Vallée d'Auge;14;313;Grandchamp-le-Château;83;0;83
14;061;Souleuvre en Bocage;14;317;La Graverie;1201;24;1225
14;735;Vendeuvre;14;321;Grisy;112;0;112
14;689;Thury-Harcourt-le-Hom;14;324;Hamars;457;2;459
14;371;Livarot-Pays-d'Auge;14;330;Heurtevent;187;2;189
14;654;Saint-Pierre-en-Auge;14;331;Hiéville;316;7;323
14;538;Castine-en-Plaine;14;339;Hubert-Folie;404;7;411
14;515;Port-en-Bessin-Huppain;14;340;Huppain;416;8;424
14;342;Isigny-sur-Mer;14;342;Isigny-sur-Mer;2492;25;2517
14;347;Dialan sur Chaîne;14;347;Jurques;674;8;682
14;349;Laize-Clinchamps;14;349;Laize-la-Ville;806;13;819
14;672;Val de Drôme;14;350;La Lande-sur-Drôme;68;1;69
14;543;Rots;14;356;Lasson;645;15;660
14;357;Terres de Druance;14;357;Lassy;313;9;322
14;431;Mézidon Vallée d'Auge;14;359;Lécaude;130;2;132
14;174;Condé-en-Normandie;14;361;Lénault;178;3;181
14;371;Livarot-Pays-d'Auge;14;371;Livarot;2012;28;2040
14;143;Caumont-sur-Aure;14;372;Livry;744;6;750
14;475;Val d'Arry;14;373;Le Locheur;250;4;254
14;011;Aurseulles;14;376;Longraye;193;2;195
14;281;Formigny La Bataille;14;382;Louvières;73;1;74
14;431;Mézidon Vallée d'Auge;14;386;Magny-la-Campagne;582;6;588
14;431;Mézidon Vallée d'Auge;14;387;Magny-le-Freule;336;4;340
14;762;Vire Normandie;14;388;Maisoncelles-la-Jourdan;468;23;491
14;061;Souleuvre en Bocage;14;395;Malloué;21;0;21
14;347;Dialan sur Chaîne;14;413;Le Mesnil-Auzouf;353;4;357
14;371;Livarot-Pays-d'Auge;14;414;Le Mesnil-Bacley;193;10;203
14;658;Noues de Sienne;14;415;Le Mesnil-Benoist;50;1;51
14;658;Noues de Sienne;14;416;Le Mesnil-Caussois;115;4;119
14;658;Noues de Sienne;14;417;Mesnil-Clinchamps;935;20;955
14;371;Livarot-Pays-d'Auge;14;418;Le Mesnil-Durand;296;5;301
14;371;Livarot-Pays-d'Auge;14;420;Le Mesnil-Germain;259;4;263
14;431;Mézidon Vallée d'Auge;14;422;Le Mesnil-Mauger;994;21;1015
14;098;Thue et Mue;14;423;Le Mesnil-Patry;394;5;399
14;371;Livarot-Pays-d'Auge;14;429;Meulles;353;4;357
14;431;Mézidon Vallée d'Auge;14;431;Mézidon-Canon;4800;46;4846
14;475;Val d'Arry;14;432;Missy;539;9;548
14;654;Saint-Pierre-en-Auge;14;433;Mittois;130;7;137
14;061;Souleuvre en Bocage;14;440;Montamy;93;2;95
14;061;Souleuvre en Bocage;14;441;Mont-Bertrand;235;5;240
14;726;Valdallière;14;442;Montchamp;534;9;543
14;061;Souleuvre en Bocage;14;443;Montchauvet;388;5;393
14;431;Mézidon Vallée d'Auge;14;444;Monteille;151;3;154
14;654;Saint-Pierre-en-Auge;14;450;Montviette;202;1;203
14;456;Moult-Chicheboville;14;456;Moult;2771;36;2807
14;371;Livarot-Pays-d'Auge;14;459;Les Moutiers-Hubert;39;0;39
14;342;Isigny-sur-Mer;14;462;Neuilly-la-Forêt;439;5;444
14;371;Livarot-Pays-d'Auge;14;471;Notre-Dame-de-Courson;364;6;370
14;654;Saint-Pierre-en-Auge;14;472;L'Oudon;1520;266;1786
14;475;Val d'Arry;14;475;Noyers-Bocage;1266;25;1291
14;027;Les Monts d'Aunay;14;477;Ondefontaine;320;4;324
14;011;Aurseulles;14;479;Orbois;157;1;158
14;342;Isigny-sur-Mer;14;481;Les Oubeaux;221;2;223
14;654;Saint-Pierre-en-Auge;14;489;Ouville-la-Bien-Tournée;249;3;252
14;431;Mézidon Vallée d'Auge;14;493;Percy-en-Auge;234;1;235
14;726;Valdallière;14;503;Pierres;213;8;221
14;150;Cesny-les-Sources;14;505;Placy;162;4;166
14;027;Les Monts d'Aunay;14;508;Le Plessis-Grimoult;325;7;332
14;005;Valambray;14;517;Poussy-la-Campagne;88;2;90
14;371;Livarot-Pays-d'Auge;14;518;Préaux-Saint-Sébastien;37;3;40
14;726;Valdallière;14;521;Presles;269;4;273
14;174;Condé-en-Normandie;14;523;Proussy;383;9;392
14;098;Thue et Mue;14;525;Putot-en-Bessin;418;1;419
14;527;Belle Vie en Auge;14;527;Biéville-Quétiéville;363;3;366
14;061;Souleuvre en Bocage;14;532;Le Reculey;298;7;305
14;046;Bavent;14;537;Robehomme;270;0;270
14;538;Castine-en-Plaine;14;538;Rocquancourt;1036;21;1057
14;726;Valdallière;14;539;La Rocque;84;0;84
14;543;Rots;14;543;Rots;1389;29;1418
14;027;Les Monts d'Aunay;14;544;Roucamps;222;2;224
14;762;Vire Normandie;14;545;Roullours;810;41;851
14;726;Valdallière;14;549;Rully;216;1;217
14;591;Aure sur Mer;14;551;Russy;176;3;179
14;554;Le Castelet;14;554;Saint-Aignan-de-Cramesnil;670;7;677
14;231;Beaufour-Druval;14;560;Saint-Aubin-Lébizay;113;3;116
14;726;Valdallière;14;564;Saint-Charles-de-Percy;195;2;197
14;098;Thue et Mue;14;568;Sainte-Croix-Grand-Tonne;326;3;329
14;570;Valorbiquet;14;570;Saint-Cyr-du-Ronceray;725;15;740
14;061;Souleuvre en Bocage;14;573;Saint-Denis-Maisoncelles;129;5;134
14;576;Val-de-Vie;14;576;Sainte-Foy-de-Montgommery;167;2;169
14;579;Seulline;14;579;Saint-Georges-d'Aunay;706;18;724
14;654;Saint-Pierre-en-Auge;14;580;Saint-Georges-en-Auge;82;2;84
14;011;Aurseulles;14;581;Saint-Germain-d'Ectot;314;6;320
14;576;Val-de-Vie;14;583;Saint-Germain-de-Montgommery;164;8;172
14;762;Vire Normandie;14;584;Saint-Germain-de-Tallevende-la-Lande-Vaumont;1961;98;2059
14;174;Condé-en-Normandie;14;585;Saint-Germain-du-Crioult;922;20;942
14;591;Aure sur Mer;14;591;Sainte-Honorine-des-Pertes;544;8;552
14;672;Val de Drôme;14;596;Saint-Jean-des-Essartiers;233;5;238
14;357;Terres de Druance;14;597;Saint-Jean-le-Blanc;350;6;356
14;570;Valorbiquet;14;599;Saint-Julien-de-Mailloc;473;2;475
14;431;Mézidon Vallée d'Auge;14;600;Saint-Julien-le-Faucon;686;9;695
14;527;Belle Vie en Auge;14;608;Saint-Loup-de-Fribois;180;5;185
14;658;Noues de Sienne;14;611;Saint-Manvieu-Bocage;541;17;558
14;371;Livarot-Pays-d'Auge;14;615;Sainte-Marguerite-des-Loges;178;1;179
14;654;Saint-Pierre-en-Auge;14;616;Sainte-Marguerite-de-Viette;333;4;337
14;061;Souleuvre en Bocage;14;618;Sainte-Marie-Laumont;683;19;702
14;689;Thury-Harcourt-le-Hom;14;628;Saint-Martin-de-Sallen;610;11;621
14;061;Souleuvre en Bocage;14;629;Saint-Martin-des-Besaces;1216;4;1220
14;061;Souleuvre en Bocage;14;632;Saint-Martin-Don;227;3;230
14;371;Livarot-Pays-d'Auge;14;633;Saint-Martin-du-Mesnil-Oury;108;3;111
14;371;Livarot-Pays-d'Auge;14;634;Saint-Michel-de-Livet;161;3;164
14;061;Souleuvre en Bocage;14;636;Saint-Ouen-des-Besaces;449;3;452
14;371;Livarot-Pays-d'Auge;14;638;Saint-Ouen-le-Houx;85;1;86
14;194;Courtonne-les-Deux-Églises;14;642;Saint-Paul-de-Courtonne;297;10;307
14;570;Valorbiquet;14;647;Saint-Pierre-de-Mailloc;496;13;509
14;174;Condé-en-Normandie;14;653;Saint-Pierre-la-Vieille;338;3;341
14;654;Saint-Pierre-en-Auge;14;654;Saint-Pierre-sur-Dives;3295;30;3325
14;061;Souleuvre en Bocage;14;655;Saint-Pierre-Tarentaine;364;4;368
14;658;Noues de Sienne;14;658;Saint-Sever-Calvados;1245;21;1266
14;357;Terres de Druance;14;662;Saint-Vigor-des-Mézerets;240;4;244
14;543;Rots;14;670;Secqueville-en-Bessin;440;6;446
14;658;Noues de Sienne;14;671;Sept-Frères;364;9;373
14;672;Val de Drôme;14;672;Sept-Vents;428;8;436
14;011;Aurseulles;14;673;Sermentot;301;4;305
14;228;Douvres-la-Délivrande;14;683;Tailleville;144;4;148
14;726;Valdallière;14;686;Le Theil-Bocage;195;2;197
14;654;Saint-Pierre-en-Auge;14;688;Thiéville;265;3;268
14;689;Thury-Harcourt-le-Hom;14;689;Thury-Harcourt;1994;25;2019
14;538;Castine-en-Plaine;14;691;Tilly-la-Campagne;259;5;264
14;570;Valorbiquet;14;693;Tordouet;272;8;280
14;011;Aurseulles;14;695;Torteval-Quesnay;333;3;336
14;371;Livarot-Pays-d'Auge;14;696;Tortisambert;124;3;127
14;475;Val d'Arry;14;702;Tournay-sur-Odon;344;9;353
14;150;Cesny-les-Sources;14;703;Tournebu;357;6;363
14;061;Souleuvre en Bocage;14;704;Le Tourneur;650;10;660
14;762;Vire Normandie;14;717;Truttemer-le-Grand;635;32;667
14;762;Vire Normandie;14;718;Truttemer-le-Petit;122;6;128
14;143;Caumont-sur-Aure;14;722;La Vacquerie;308;3;311
14;333;Honfleur;14;725;Vasouy;105;2;107
14;726;Valdallière;14;726;Vassy;1695;37;1732
14;035;Balleroy-sur-Drôme;14;727;Vaubadon;421;4;425
14;654;Saint-Pierre-en-Auge;14;729;Vaudeloges;191;3;194
14;762;Vire Normandie;14;730;Vaudry;1428;72;1500
14;726;Valdallière;14;746;Viessoix;772;22;794
14;431;Mézidon Vallée d'Auge;14;749;Vieux-Fumé;516;6;522
14;654;Saint-Pierre-en-Auge;14;750;Vieux-Pont-en-Auge;270;7;277
14;762;Vire Normandie;14;762;Vire;10749;539;11288
14;342;Isigny-sur-Mer;14;763;Vouilly;148;4;152
15;027;Puycapel;15;027;Calvinet;429;10;439
15;141;Neussargues en Pinatelle;15;031;Celles;246;9;255
15;141;Neussargues en Pinatelle;15;035;Chalinargues;342;5;347
15;138;Murat;15;044;Chastel-sur-Murat;117;5;122
15;141;Neussargues en Pinatelle;15;047;Chavagnac;99;3;102
15;003;Ally;15;062;Drignac;75;0;75
15;108;Val d'Arcomie;15;068;Faverolles;292;10;302
15;181;Saint-Constant-Fournoulès;15;071;Fournoulès;61;1;62
15;142;Neuvéglise-sur-Truyère;15;099;Lavastrie;264;5;269
15;108;Val d'Arcomie;15;108;Loubaresse;429;10;439
15;153;Pleaux;15;109;Loupiac;177;2;179
15;038;Champs-sur-Tarentaine-Marchal;15;115;Marchal;77;0;77
15;027;Puycapel;15;136;Mourjou;310;4;314
15;138;Murat;15;138;Murat;1698;93;1791
15;141;Neussargues en Pinatelle;15;141;Neussargues-Moissac;904;18;922
15;142;Neuvéglise-sur-Truyère;15;142;Neuvéglise;1082;27;1109
