"Code","Primary Role Name","Geographic Local Authority Name"
"AV506","INDEPENDENT SECTOR H/C PROVIDER SITE","ROCHDALE METROPOLITAN BOROUGH COUNCIL"
"AV507","INDEPENDENT SECTOR H/C PROVIDER SITE","ROCHDALE METROPOLITAN BOROUGH COUNCIL"
"AV508","INDEPENDENT SECTOR H/C PROVIDER SITE","ROCHDALE METROPOLITAN BOROUGH COUNCIL"
"NBGK4","INDEPENDENT SECTOR H/C PROVIDER SITE","SANDWELL METROPOLITAN BOROUGH COUNCIL"
"NBGK5","INDEPENDENT SECTOR H/C PROVIDER SITE","DERBY CITY COUNCIL"
"NBGK6","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"DP801","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST SUSSEX COUNTY COUNCIL"
"DP802","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST SUSSEX COUNTY COUNCIL"
"DP901","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"DPA01","INDEPENDENT SECTOR H/C PROVIDER SITE","SOLIHULL METROPOLITAN BOROUGH COUNCIL"
"DPC01","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HACKNEY"
"DPD01","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"DPD02","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"DPE01","INDEPENDENT SECTOR H/C PROVIDER SITE","WEST NORTHAMPTONSHIRE COUNCIL"
"ACG21","INDEPENDENT SECTOR H/C PROVIDER SITE","SUFFOLK COUNTY COUNCIL"
"NT10L","INDEPENDENT SECTOR H/C PROVIDER SITE","DUDLEY METROPOLITAN BOROUGH COUNCIL"
"NCN0V","INDEPENDENT SECTOR H/C PROVIDER SITE","SEFTON METROPOLITAN BOROUGH COUNCIL"
"NQT8A","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH EAST LINCOLNSHIRE COUNCIL"
"NYNWH","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NYNWI","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NYNWJ","INDEPENDENT SECTOR H/C PROVIDER SITE","HAMPSHIRE COUNTY COUNCIL"
"DPF01","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"DPF02","INDEPENDENT SECTOR H/C PROVIDER SITE","ROCHDALE METROPOLITAN BOROUGH COUNCIL"
"DE855","INDEPENDENT SECTOR H/C PROVIDER SITE","WREXHAM UA"
"NEY23","INDEPENDENT SECTOR H/C PROVIDER SITE","BOLTON METROPOLITAN BOROUGH COUNCIL"
"DPG01","INDEPENDENT SECTOR H/C PROVIDER SITE","ROYAL BOROUGH OF WINDSOR AND MAIDENHEAD"
"AVW02","INDEPENDENT SECTOR H/C PROVIDER SITE","FLINTSHIRE UA"
"NEM9R","INDEPENDENT SECTOR H/C PROVIDER SITE","ROCHDALE METROPOLITAN BOROUGH COUNCIL"
"NEM9S","INDEPENDENT SECTOR H/C PROVIDER SITE","SALFORD CITY COUNCIL"
"DPH01","INDEPENDENT SECTOR H/C PROVIDER SITE","BRACKNELL FOREST COUNCIL"
"DPH02","INDEPENDENT SECTOR H/C PROVIDER SITE","ROYAL BOROUGH OF WINDSOR AND MAIDENHEAD"
"DPJ01","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BARNET"
"DPJ02","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BARNET"
"DPK01","INDEPENDENT SECTOR H/C PROVIDER SITE","LEICESTER CITY COUNCIL"
"DKE29","INDEPENDENT SECTOR H/C PROVIDER SITE","BURY METROPOLITAN BOROUGH COUNCIL"
"NRP0R","INDEPENDENT SECTOR H/C PROVIDER SITE","MANCHESTER CITY COUNCIL"
"NRP0S","INDEPENDENT SECTOR H/C PROVIDER SITE","MANCHESTER CITY COUNCIL"
"DFR02","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF ENFIELD"
"DFR03","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF ENFIELD"
"DFR04","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF ENFIELD"
"DFR05","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BARNET"
"NL312","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH LINCOLNSHIRE COUNCIL"
"NBG5J","INDEPENDENT SECTOR H/C PROVIDER SITE","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"DPL01","INDEPENDENT SECTOR H/C PROVIDER SITE","READING BOROUGH COUNCIL"
"NBG5K","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NCNHE","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST RIDING OF YORKSHIRE COUNCIL"
"DPM01","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH TYNESIDE COUNCIL"
"AQG03","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"DPN01","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF RICHMOND UPON THAMES"
"DPN02","INDEPENDENT SECTOR H/C PROVIDER SITE","ROYAL BOROUGH OF KINGSTON UPON THAMES"
"NO04C","INDEPENDENT SECTOR H/C PROVIDER SITE","BOLTON METROPOLITAN BOROUGH COUNCIL"
"NO04D","INDEPENDENT SECTOR H/C PROVIDER SITE","LEEDS CITY COUNCIL"
"NO04E","INDEPENDENT SECTOR H/C PROVIDER SITE","NOTTINGHAM CITY COUNCIL"
"NO04F","INDEPENDENT SECTOR H/C PROVIDER SITE","NOTTINGHAM CITY COUNCIL"
"NT9F4","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF LAMBETH"
"NT9F5","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NEM9T","INDEPENDENT SECTOR H/C PROVIDER SITE","SALFORD CITY COUNCIL"
"DPP01","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH NORTHAMPTONSHIRE COUNCIL"
"NYNWK","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HACKNEY"
"NPG13","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"DPQ01","INDEPENDENT SECTOR H/C PROVIDER SITE","CAMBRIDGESHIRE COUNTY COUNCIL"
"AQG04","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NY6L9","INDEPENDENT SECTOR H/C PROVIDER SITE","KIRKLEES COUNCIL"
"AAT34","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DPR01","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF HARROW"
"DPN03","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NCNST","INDEPENDENT SECTOR H/C PROVIDER SITE","SEFTON METROPOLITAN BOROUGH COUNCIL"
"NEP1O","INDEPENDENT SECTOR H/C PROVIDER SITE","NEWCASTLE CITY COUNCIL"
"NQX06","INDEPENDENT SECTOR H/C PROVIDER SITE","HERTFORDSHIRE COUNTY COUNCIL"
"NQX07","INDEPENDENT SECTOR H/C PROVIDER SITE","HERTFORDSHIRE COUNTY COUNCIL"
"NQX08","INDEPENDENT SECTOR H/C PROVIDER SITE","HERTFORDSHIRE COUNTY COUNCIL"
"NO04H","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"DPT01","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"DJC11","INDEPENDENT SECTOR H/C PROVIDER SITE","LEEDS CITY COUNCIL"
"DJC13","INDEPENDENT SECTOR H/C PROVIDER SITE","LEEDS CITY COUNCIL"
"DJC14","INDEPENDENT SECTOR H/C PROVIDER SITE","LEEDS CITY COUNCIL"
"DJC15","INDEPENDENT SECTOR H/C PROVIDER SITE","LEEDS CITY COUNCIL"
"NTN67","INDEPENDENT SECTOR H/C PROVIDER SITE","BUCKINGHAMSHIRE COUNCIL"
"NDJ0A","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"DPV01","INDEPENDENT SECTOR H/C PROVIDER SITE","CENTRAL BEDFORDSHIRE COUNCIL"
"DPV02","INDEPENDENT SECTOR H/C PROVIDER SITE","PETERBOROUGH CITY COUNCIL"
"DPW01","INDEPENDENT SECTOR H/C PROVIDER SITE","ROYAL BOROUGH OF KINGSTON UPON THAMES"
"DPW02","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF RICHMOND UPON THAMES"
"ADP10","INDEPENDENT SECTOR H/C PROVIDER SITE","MEDWAY COUNCIL"
"AF006","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF CAMDEN"
"AF007","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BRENT"
"AF008","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF CAMDEN"
"AF009","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF CAMDEN"
"NV14O","INDEPENDENT SECTOR H/C PROVIDER SITE","OXFORDSHIRE COUNTY COUNCIL"
"DDV1Y","INDEPENDENT SECTOR H/C PROVIDER SITE","SALFORD CITY COUNCIL"
"DDV20","INDEPENDENT SECTOR H/C PROVIDER SITE","WIGAN METROPOLITAN BOROUGH COUNCIL"
"DDV21","INDEPENDENT SECTOR H/C PROVIDER SITE","WIGAN METROPOLITAN BOROUGH COUNCIL"
"DDV22","INDEPENDENT SECTOR H/C PROVIDER SITE","BOLTON METROPOLITAN BOROUGH COUNCIL"
"DDV23","INDEPENDENT SECTOR H/C PROVIDER SITE","BOLTON METROPOLITAN BOROUGH COUNCIL"
"DDV24","INDEPENDENT SECTOR H/C PROVIDER SITE","WIGAN METROPOLITAN BOROUGH COUNCIL"
"DDV25","INDEPENDENT SECTOR H/C PROVIDER SITE","BOLTON METROPOLITAN BOROUGH COUNCIL"
"DDV26","INDEPENDENT SECTOR H/C PROVIDER SITE","TAMESIDE METROPOLITAN BOROUGH COUNCIL"
"DDV27","INDEPENDENT SECTOR H/C PROVIDER SITE","OLDHAM METROPOLITAN BOROUGH COUNCIL"
"DDV28","INDEPENDENT SECTOR H/C PROVIDER SITE","TAMESIDE METROPOLITAN BOROUGH COUNCIL"
"NQT2O","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NQT2S","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NEQ02","INDEPENDENT SECTOR H/C PROVIDER SITE","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"NEQ03","INDEPENDENT SECTOR H/C PROVIDER SITE","WAKEFIELD METROPOLITAN DISTRICT COUNCIL"
"DPX01","INDEPENDENT SECTOR H/C PROVIDER SITE","COVENTRY CITY COUNCIL"
"ADP11","INDEPENDENT SECTOR H/C PROVIDER SITE","MEDWAY COUNCIL"
"DP902","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"DP903","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"DP904","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"DP905","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"AAT35","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"AAT36","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WOLVERHAMPTON COUNCIL"
"DPH03","INDEPENDENT SECTOR H/C PROVIDER SITE","SLOUGH BOROUGH COUNCIL"
"NCNER","INDEPENDENT SECTOR H/C PROVIDER SITE","EAST RIDING OF YORKSHIRE COUNCIL"
"DPY01","INDEPENDENT SECTOR H/C PROVIDER SITE","ST HELENS COUNCIL"
"DQ001","INDEPENDENT SECTOR H/C PROVIDER SITE","DERBYSHIRE COUNTY COUNCIL"
"DQ101","INDEPENDENT SECTOR H/C PROVIDER SITE","PETERBOROUGH CITY COUNCIL"
"DQ201","INDEPENDENT SECTOR H/C PROVIDER SITE","MILTON KEYNES COUNCIL"
"DQ301","INDEPENDENT SECTOR H/C PROVIDER SITE","KIRKLEES COUNCIL"
"NNV2U","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF SUTTON"
"DQ401","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DQ402","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"NY6M1","INDEPENDENT SECTOR H/C PROVIDER SITE","KIRKLEES COUNCIL"
"NIB12","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NT4F2","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DP906","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"DQ501","INDEPENDENT SECTOR H/C PROVIDER SITE","WIRRAL BOROUGH COUNCIL"
"DQ502","INDEPENDENT SECTOR H/C PROVIDER SITE","COVENTRY CITY COUNCIL"
"NLG22","INDEPENDENT SECTOR H/C PROVIDER SITE","ROYAL BOROUGH OF GREENWICH"
"NKV07","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"DQ601","INDEPENDENT SECTOR H/C PROVIDER SITE","DUDLEY METROPOLITAN BOROUGH COUNCIL"
"DQ701","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH EAST LINCOLNSHIRE COUNCIL"
"NTPX2","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF REDBRIDGE"
"AJE02","INDEPENDENT SECTOR H/C PROVIDER SITE","DENBIGHSHIRE UA"
"NLG23","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BEXLEY"
"DQ801","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF EALING"
"DDV29","INDEPENDENT SECTOR H/C PROVIDER SITE","BOLTON METROPOLITAN BOROUGH COUNCIL"
"DDV2A","INDEPENDENT SECTOR H/C PROVIDER SITE","WIGAN METROPOLITAN BOROUGH COUNCIL"
"NXX3M","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NXX3N","INDEPENDENT SECTOR H/C PROVIDER SITE","WORCESTERSHIRE COUNTY COUNCIL"
"NXX3O","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"NXX3P","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DQ901","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"DQ902","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"AJE03","INDEPENDENT SECTOR H/C PROVIDER SITE","WREXHAM UA"
"DQA01","INDEPENDENT SECTOR H/C PROVIDER SITE","STOKE-ON-TRENT CITY COUNCIL"
"DQA02","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"DQC01","INDEPENDENT SECTOR H/C PROVIDER SITE","MANCHESTER CITY COUNCIL"
"DQC02","INDEPENDENT SECTOR H/C PROVIDER SITE","KIRKLEES COUNCIL"
"DQD01","INDEPENDENT SECTOR H/C PROVIDER SITE","MANCHESTER CITY COUNCIL"
"DQD02","INDEPENDENT SECTOR H/C PROVIDER SITE","STOKE-ON-TRENT CITY COUNCIL"
"NV60N","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NEB09","INDEPENDENT SECTOR H/C PROVIDER SITE","NORFOLK COUNTY COUNCIL"
"DQE01","INDEPENDENT SECTOR H/C PROVIDER SITE","BCP COUNCIL"
"DQF01","INDEPENDENT SECTOR H/C PROVIDER SITE","KIRKLEES COUNCIL"
"DQF02","INDEPENDENT SECTOR H/C PROVIDER SITE","CALDERDALE METROPOLITAN BOROUGH COUNCIL"
"DQG01","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"NYNWM","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NYNWN","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NYNWO","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NYNWP","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"NYNWQ","INDEPENDENT SECTOR H/C PROVIDER SITE","BATH AND NORTH EAST SOMERSET COUNCIL"
"NYNWR","INDEPENDENT SECTOR H/C PROVIDER SITE","SOUTH GLOUCESTERSHIRE COUNCIL"
"NYNWS","INDEPENDENT SECTOR H/C PROVIDER SITE","SOUTH GLOUCESTERSHIRE COUNCIL"
"NYNWT","INDEPENDENT SECTOR H/C PROVIDER SITE","SOUTH GLOUCESTERSHIRE COUNCIL"
"NYNWU","INDEPENDENT SECTOR H/C PROVIDER SITE","BRISTOL CITY COUNCIL"
"DQH01","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NYNWV","INDEPENDENT SECTOR H/C PROVIDER SITE","SOUTH GLOUCESTERSHIRE COUNCIL"
"DQJ01","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"DQK01","INDEPENDENT SECTOR H/C PROVIDER SITE","CAMBRIDGESHIRE COUNTY COUNCIL"
"DQK02","INDEPENDENT SECTOR H/C PROVIDER SITE","CAMBRIDGESHIRE COUNTY COUNCIL"
"NBG5L","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NBG5M","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NBG5N","INDEPENDENT SECTOR H/C PROVIDER SITE","STAFFORDSHIRE COUNTY COUNCIL"
"NO04L","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF WALTHAM FOREST"
"NO04G","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF WALTHAM FOREST"
"NO04I","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF WALTHAM FOREST"
"NO04J","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF WALTHAM FOREST"
"NO04K","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF WALTHAM FOREST"
"ACG22","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH LINCOLNSHIRE COUNCIL"
"DQL01","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF LONDON CORPORATION"
"DQL02","INDEPENDENT SECTOR H/C PROVIDER SITE","HERTFORDSHIRE COUNTY COUNCIL"
"NXX3Q","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH SOMERSET COUNCIL"
"NXX3R","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DQM01","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WESTMINSTER"
"DQM02","INDEPENDENT SECTOR H/C PROVIDER SITE","CITY OF WESTMINSTER"
"NL617","INDEPENDENT SECTOR H/C PROVIDER SITE","BURY METROPOLITAN BOROUGH COUNCIL"
"NL619","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BARKING AND DAGENHAM"
"NL620","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF ISLINGTON"
"NL621","INDEPENDENT SECTOR H/C PROVIDER SITE","ROYAL BOROUGH OF KINGSTON UPON THAMES"
"NL622","INDEPENDENT SECTOR H/C PROVIDER SITE","OLDHAM METROPOLITAN BOROUGH COUNCIL"
"NL623","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"NL624","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"NL625","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"NL626","INDEPENDENT SECTOR H/C PROVIDER SITE","TRAFFORD METROPOLITAN BOROUGH COUNCIL"
"NL627","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF WALTHAM FOREST"
"DQP01","INDEPENDENT SECTOR H/C PROVIDER SITE","SOLIHULL METROPOLITAN BOROUGH COUNCIL"
"DQP02","INDEPENDENT SECTOR H/C PROVIDER SITE","SOLIHULL METROPOLITAN BOROUGH COUNCIL"
"DQQ01","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DQ403","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"NL618","INDEPENDENT SECTOR H/C PROVIDER SITE","STOKE-ON-TRENT CITY COUNCIL"
"NT20C","INDEPENDENT SECTOR H/C PROVIDER SITE","NORTH YORKSHIRE COUNCIL"
"NXX3S","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"NBF0A","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NBF0B","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"DQR01","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"DQT01","INDEPENDENT SECTOR H/C PROVIDER SITE","CORNWALL COUNCIL"
"DQT02","INDEPENDENT SECTOR H/C PROVIDER SITE","CORNWALL COUNCIL"
"DQP03","INDEPENDENT SECTOR H/C PROVIDER SITE","SOLIHULL METROPOLITAN BOROUGH COUNCIL"
"DQP04","INDEPENDENT SECTOR H/C PROVIDER SITE","SOLIHULL METROPOLITAN BOROUGH COUNCIL"
"DQQ02","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DQQ03","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DQQ04","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DQQ05","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DQQ06","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DQQ07","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DQQ08","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DQV01","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"ATK04","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"ATK05","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"ATK06","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"ATK07","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"ATK08","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"ATK09","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"ATK10","INDEPENDENT SECTOR H/C PROVIDER SITE","SURREY COUNTY COUNCIL"
"NTX0A","INDEPENDENT SECTOR H/C PROVIDER SITE","ROTHERHAM METROPOLITAN BOROUGH COUNCIL"
"NYNBB","INDEPENDENT SECTOR H/C PROVIDER SITE","KENT COUNTY COUNCIL"
"NYNBC","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF LEWISHAM"
"DQW01","INDEPENDENT SECTOR H/C PROVIDER SITE","SUFFOLK COUNTY COUNCIL"
"DQX01","INDEPENDENT SECTOR H/C PROVIDER SITE","ESSEX COUNTY COUNCIL"
"NBG5O","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NBG5P","INDEPENDENT SECTOR H/C PROVIDER SITE","WALSALL METROPOLITAN BOROUGH COUNCIL"
"DQY01","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NYNBD","INDEPENDENT SECTOR H/C PROVIDER SITE","WARWICKSHIRE COUNTY COUNCIL"
"NEB0A","INDEPENDENT SECTOR H/C PROVIDER SITE","NORFOLK COUNTY COUNCIL"
"ANF02","INDEPENDENT SECTOR H/C PROVIDER SITE","HERTFORDSHIRE COUNTY COUNCIL"
"AK502","INDEPENDENT SECTOR H/C PROVIDER SITE","HERTFORDSHIRE COUNTY COUNCIL"
"AK902","INDEPENDENT SECTOR H/C PROVIDER SITE","HERTFORDSHIRE COUNTY COUNCIL"
"NRP0T","INDEPENDENT SECTOR H/C PROVIDER SITE","LANCASHIRE COUNTY COUNCIL"
"DR101","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"DR201","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF BROMLEY"
"NXX3T","INDEPENDENT SECTOR H/C PROVIDER SITE","BIRMINGHAM CITY COUNCIL"
"DR301","INDEPENDENT SECTOR H/C PROVIDER SITE","SUFFOLK COUNTY COUNCIL"
"DR401","INDEPENDENT SECTOR H/C PROVIDER SITE","CENTRAL BEDFORDSHIRE COUNCIL"
"DR501","INDEPENDENT SECTOR H/C PROVIDER SITE","BEDFORD BOROUGH COUNCIL"
"DR601","INDEPENDENT SECTOR H/C PROVIDER SITE","CENTRAL BEDFORDSHIRE COUNCIL"
"DR701","INDEPENDENT SECTOR H/C PROVIDER SITE","CENTRAL BEDFORDSHIRE COUNCIL"
"DR801","INDEPENDENT SECTOR H/C PROVIDER SITE","CENTRAL BEDFORDSHIRE COUNCIL"
"DR901","INDEPENDENT SECTOR H/C PROVIDER SITE","LUTON BOROUGH COUNCIL"
"DQR02","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"DQR03","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NX20A","INDEPENDENT SECTOR H/C PROVIDER SITE","MIDDLESBROUGH BOROUGH COUNCIL"
"NX20B","INDEPENDENT SECTOR H/C PROVIDER SITE","STOCKTON-ON-TEES BOROUGH COUNCIL"
"NX20C","INDEPENDENT SECTOR H/C PROVIDER SITE","STOCKTON-ON-TEES BOROUGH COUNCIL"
"DQR04","INDEPENDENT SECTOR H/C PROVIDER SITE","LINCOLNSHIRE COUNTY COUNCIL"
"NN402","INDEPENDENT SECTOR H/C PROVIDER SITE","GATESHEAD METROPOLITAN BOROUGH COUNCIL"
"NN403","INDEPENDENT SECTOR H/C PROVIDER SITE","SUNDERLAND CITY COUNCIL"
"NN404","INDEPENDENT SECTOR H/C PROVIDER SITE","NEWCASTLE CITY COUNCIL"
"NN405","INDEPENDENT SECTOR H/C PROVIDER SITE","SUNDERLAND CITY COUNCIL"
"DRA01","INDEPENDENT SECTOR H/C PROVIDER SITE","LONDON BOROUGH OF MERTON"
